,artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,duration_ms,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists
527,Ed Sheeran,Faces,0Yp1IPKGLmNoSCNZRJY0Af,The Slumdon Bridge,3j70EKOaR5iVk0BPW6lowR,2011-09-09,15,True,0.516,197130,0.852,1,-7.455,1,0.267,0.00889,4.34e-06,0.34,0.2,140.233,4,['Yelawolf']
528,Ed Sheeran,"Nightmares (feat. Random Impulse, Sway & Wretch 32)",4SVST4FR6Gj74UJCzCiOSX,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,23,False,0.855,243000,0.678,9,-6.864,1,0.052,0.101,0.00232,0.0964,0.429,120.012,4,"['Random Impulse', 'Sway', 'Wretch 32']"
529,Ed Sheeran,Perfect,2iNyBbXuJycvZg2TBOFSdH,Modern Pop Ballads,6vpBZMlY7pEDRPXCbcJRPK,2021-04-02,27,False,0.598,263400,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,[]
530,Ed Sheeran,Fall,3w3LhWlRJNpyzql0Q2j1w5,The A Team,6iBvt4DAGNEJwIvM4vLPms,2011-12-06,14,False,0.559,163273,0.283,4,-9.827,1,0.0323,0.632,0.00127,0.126,0.188,82.552,4,[]
531,Ed Sheeran,Overpass Graffiti - Alle Farben Remix,7akVlCmVcBAjod87dKRUbA,Overpass Graffiti (Alle Farben Remix),4WUMErHkS43wP3JwWNB6jQ,2021-10-28,31,False,0.663,203503,0.812,0,-4.849,1,0.133,0.0217,4.46e-06,0.289,0.652,129.986,4,['Alle Farben']
534,Ed Sheeran,Eyes Closed,1HwschSyUJ5mUmUhZwzXb1,Classroom Pop Clean Hits,7sRu2U2L8TS4ymnSEorxKJ,2024-08-27,14,False,0.777,194849,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,4,[]
535,Ed Sheeran,Goodbye to You (feat. Dot Rotten),1SdyQYIFM05qkexCFKZxW1,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,27,False,0.64,330200,0.664,1,-7.812,1,0.152,0.267,0.0,0.329,0.275,140.007,4,['Zeph Ellis']
536,Ed Sheeran,Castle On the Hill,03269evpgiDbXYqiZoGw1g,Just the Way You Are - Hit Rewind,1BN5ikXAwnGa0o6y8xAFNH,2021-08-20,22,False,0.461,261154,0.834,2,-4.868,1,0.0991,0.0231,1.16e-05,0.14,0.469,135.007,4,[]
539,Ed Sheeran,Nancy Mulligan,3L8bb7OzQEuszXxafiGQr4,St Patrick's Day Songs,4P8UYzfJMbasxVxcuSLgr3,2022-03-11,23,False,0.68,179787,0.853,7,-4.35,1,0.0349,0.116,0.0,0.0866,0.86,101.992,4,[]
540,Ed Sheeran,Shape of You,5tpPk6a704pYB4t1yYNYo5,Classroom Music Clean,5V2ZGNWwBi6nwHVPjLUFhV,2024-05-30,14,False,0.825,233713,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4,[]
541,Ed Sheeran,This,2aMkInuJrM9arjA8dpQJqC,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,27,False,0.588,195840,0.0929,11,-14.301,1,0.0443,0.95,0.00539,0.128,0.502,152.139,4,[]
542,Ed Sheeran,Bad Habits - SHAUN Remix,1ojXznve83pqLCTdy3945M,Bad Habits (The Remixes),1cvxALyvpgUpRqxix4vhLK,2021-08-06,22,False,0.798,224023,0.665,7,-4.674,1,0.0437,0.021,0.0029,0.0776,0.645,135.088,4,['SHAUN']
543,Ed Sheeran,Castle on the Hill,75FYdNAdUbs3uSwljhxSeq,names in lights at stadium heights,5A2hjk2MoqkDqGYsAfUiAz,2024-08-21,25,False,0.461,261154,0.834,2,-4.868,1,0.0991,0.0231,1.16e-05,0.14,0.469,135.007,4,[]
544,Ed Sheeran,Goodbye to You (feat. Dot Rotten),1O5u4AShfndSLCnVqlV0h2,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,23,False,0.64,330200,0.664,1,-7.812,1,0.152,0.267,0.0,0.329,0.275,140.007,4,['Zeph Ellis']
545,Ed Sheeran,2step (feat. Lil Baby),3gL6cSxG2YXajO5Mbxijbk,2step (feat. Ultimo),3TDdlYSrE5WuOTiuyr9tTl,2022-05-06,24,False,0.693,163450,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby']
546,Ed Sheeran,Fire Alarms,7AZFLeavHdimaFhcskLtta,Songs I Wrote With Amy,40TWM0OpD4tS3AoWLnUxIC,2011-12-09,27,False,0.602,144013,0.286,3,-9.886,1,0.0296,0.772,0.0,0.162,0.379,102.009,4,[]
547,Ed Sheeran,The Hills of Aberfeldy,70BJInk0pZ5bQxAHHowfsj,songs I wrote that almost didn't make it,6VuZIPDz8dyFaHlH7HhIWr,2024-08-07,25,False,0.322,195083,0.202,7,-7.626,1,0.0384,0.878,0.0,0.0982,0.26,52.994,3,[]
548,Ed Sheeran,"You Need Me, I Don't Need You",2DCeRqdQkjtihpsv79TAJh,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,27,True,0.749,220413,0.837,7,-8.837,1,0.0512,0.162,0.0,0.525,0.927,103.483,4,[]
549,Ed Sheeran,"You Need Me, I Don't Need You",1q65CprLI3dqJpHMuEkTyp,names in lights at stadium heights,5A2hjk2MoqkDqGYsAfUiAz,2024-08-21,25,True,0.749,220413,0.835,7,-8.837,1,0.0511,0.165,0.0,0.525,0.929,103.485,4,[]
550,Ed Sheeran,2step (feat. Quevedo),0YbUKWAVjJvfOvRpnvNEOz,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,34,False,0.72,153254,0.709,4,-5.308,0,0.0827,0.171,0.0,0.141,0.537,94.99,4,['Quevedo']
551,Ed Sheeran,U.N.I.,7fVR8piTfS8dhqSzph50qB,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,25,False,0.422,228600,0.405,6,-11.126,1,0.101,0.323,0.0,0.15,0.578,74.13,4,[]
552,Ed Sheeran,Don’t,6TUPlBNglSN82yEaEicATh,names in lights at stadium heights,5A2hjk2MoqkDqGYsAfUiAz,2024-08-21,24,False,0.807,219840,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.047,4,[]
553,Ed Sheeran,Drown Me Out (feat. Ghetts) - + Ghetts,0dNt7lZks5TVxiGaCIY1yZ,5,2hyDesSAYNefikDJXlqhPE,2014-06-20,22,True,0.511,261440,0.91,11,-6.186,0,0.116,0.0282,0.0,0.127,0.426,140.147,4,['Ghetts']
554,Ed Sheeran,Firefly - Bravado Dubstep Remix,1qjnGMSchVVfePsMV0UZ9b,Loose Change,3QbPtoOWiJqZurXXxJwaOD,2011-12-09,24,False,0.629,269187,0.663,9,-10.516,1,0.0283,0.28,0.711,0.0811,0.49,139.982,4,['Bravado']
556,Ed Sheeran,Nothing On You (feat. Paulo Londra & Dave),3uPt20NZVz4AOhFPUzzEv6,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,27,False,0.747,200733,0.649,8,-6.218,1,0.218,0.333,0.0,0.172,0.84,88.011,4,"['Paulo Londra', 'Dave']"
557,Ed Sheeran,Fall - Live at the Bedford,1YM4HlWW3vvrnWdf9N7Xi2,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,25,False,0.494,151173,0.0964,4,-16.691,1,0.0532,0.807,7.13e-05,0.936,0.393,86.676,4,[]
558,Ed Sheeran,2step (feat. Budjerah),3dvDgPBAxqetLJvDmRDtwC,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,29,False,0.727,153427,0.621,4,-4.784,0,0.0555,0.212,0.0,0.114,0.565,94.958,4,['Budjerah']
559,Ed Sheeran,The A Team - Live at the Bedford,6JUGrUnAms0o3uGVIhkAyH,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,28,False,0.402,322933,0.339,9,-9.574,1,0.0498,0.728,0.0,0.833,0.496,83.194,4,[]
560,Ed Sheeran,I Don't Want Your Money (feat. H.E.R.),69xcWjYE6YYA638ThAHA6M,I Don't Want Your Money (feat. H.E.R.),3ZQZrCJHXZ1G6EYxzYGhuA,2019-07-11,20,False,0.469,204507,0.631,8,-6.569,0,0.0853,0.314,0.0,0.14,0.763,91.418,4,['H.E.R.']
561,Ed Sheeran,Drown Me Out (feat. Ghetts) - + Ghetts,0UD8qgp0Fmgh79K3qeTHQh,No.5 Collaborations Project,6DpIyaMgt5p9HlGd1c0LDM,2011-09-09,27,True,0.511,261440,0.91,11,-6.186,0,0.116,0.0282,0.0,0.127,0.426,140.147,4,['Ghetts']
562,Ed Sheeran,Bad Habits,610expU4ZOg9UcxJRLwB04,names in lights at stadium heights,5A2hjk2MoqkDqGYsAfUiAz,2024-08-21,24,False,0.807,230747,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[]
563,Ed Sheeran,Shape of You,4MiHjUrW3kZnorfCMCDn8I,Le canzoni che ci hanno fatto innamorare,4cMHkR0YZAKLVf9ea4L2h9,2023-12-07,14,False,0.825,233713,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4,[]
564,Ed Sheeran,I'm a Mess,6i7OOVrUtRxAy2jvbaDYzu,songs I wrote that almost didn't make it,6VuZIPDz8dyFaHlH7HhIWr,2024-08-07,24,False,0.697,244573,0.379,3,-7.755,1,0.0398,0.56,0.0,0.0999,0.341,138.757,4,[]
565,Ed Sheeran,Way To Break My Heart (feat. Skrillex),3QILjG9RQzZBtfSd54zzaj,Way To Break My Heart (feat. Skrillex),1e0B33rcH0vHHumZofYV3y,2019-07-11,24,False,0.726,190293,0.731,1,-6.304,0,0.159,0.11,3.21e-06,0.0928,0.43,170.125,4,['Skrillex']
566,Ed Sheeran,Galway Girl,3sADr1Sn8u4gKDd9XxwLGB,names in lights at stadium heights,5A2hjk2MoqkDqGYsAfUiAz,2024-08-21,24,False,0.599,168253,0.813,9,-5.882,1,0.0846,0.0783,0.0,0.476,0.809,100.192,4,[]
567,Ed Sheeran,"You Need Me, I Don't Need You",0p5117bzo9E0ySfDATGola,You Need Me,6b6NoQ00gDKdOUBxRYTA7t,2009,25,True,0.689,245040,0.563,1,-5.539,1,0.275,0.692,0.0,0.0579,0.819,129.517,4,[]
568,Ed Sheeran,Bloodstream,19tzTUkWFhpVn9VFKUhA4e,names in lights at stadium heights,5A2hjk2MoqkDqGYsAfUiAz,2024-08-21,24,False,0.66,300253,0.315,3,-11.567,0,0.0364,0.528,0.000298,0.104,0.542,91.207,4,[]
569,Ed Sheeran,Wake Me Up,3bZTspAdEUAKc2M1Sle125,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,25,True,0.616,229613,0.209,9,-13.43,1,0.406,0.902,0.0,0.139,0.336,86.891,1,[]
570,Ed Sheeran,Sunburn,7BHC6UF06FWl6hU8GjiBy6,You Need Me,6b6NoQ00gDKdOUBxRYTA7t,2009,24,False,0.533,266053,0.17,7,-11.342,1,0.0668,0.842,5.03e-06,0.113,0.33,116.852,5,[]
571,Ed Sheeran,Shivers,2ssCEYU6MrCZXGY60LGpEw,greatest driving songs: pop,3iyHrfc15TYpRHafcznRZk,2023-08-25,27,False,0.788,207853,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[]
572,Ed Sheeran,Shape of You,4B5xuUN6lKjbbKMnGhAfAv,songs I wrote that almost didn't make it,6VuZIPDz8dyFaHlH7HhIWr,2024-08-07,25,False,0.825,233713,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4,[]
573,Ed Sheeran,Bad Habits,6pUuCwC5el9vYWzKFDNaxJ,Bad Habits (Joel Corry Remix),6Oj80oIJGFbFwionyBamow,2021-08-06,25,False,0.807,230747,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[]
574,Ed Sheeran,Homeless - Live at the Bedford,0T0wYEzpL46dCaTL1DLCyD,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,25,False,0.601,225013,0.879,9,-5.215,1,0.0945,0.62,0.0,0.464,0.713,99.377,4,[]
576,Ed Sheeran,Be Like You,1R5sCIempBPco1ZZUsYoiu,You Need Me,6b6NoQ00gDKdOUBxRYTA7t,2009,25,False,0.671,218373,0.388,11,-6.516,1,0.0762,0.715,0.0,0.192,0.59,105.869,4,[]
577,Ed Sheeran,What Do I Know?,7Jr3Xi1zOQl5E7fQ3y0Wkl,Classroom Pop Clean Hits,7sRu2U2L8TS4ymnSEorxKJ,2024-08-27,12,False,0.838,237333,0.492,1,-5.69,0,0.0379,0.251,0.0,0.262,0.893,115.091,4,[]
578,Ed Sheeran,2step (feat. Ultimo),4EDm3svAC8LREh5b6fHZzt,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,31,False,0.727,154160,0.69,4,-5.063,0,0.0721,0.16,0.0,0.137,0.685,94.935,4,['Ultimo']
579,Ed Sheeran,2step (Star.One Remix),5DKhoaXr9zqKis4SY5BiSm,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,22,False,0.669,205187,0.916,7,-4.961,1,0.038,0.254,0.00117,0.356,0.54,129.956,4,['Star.One']
580,Ed Sheeran,Photograph,5BxPIM7pXVL1OTx2Nc7SQL,Románticas en Inglés,3DrVOTZXZzzR5QkazO6pXx,2023-08-11,27,False,0.718,258987,0.379,4,-10.48,1,0.0359,0.607,0.000472,0.0986,0.22,108.033,4,[]
582,Ed Sheeran,Perfect,35PFrGtv7UWzho3EzeYElp,Soft & Easy Pop Hits,69o02uK7OGc5WT50wE9Ok8,2021-06-25,16,False,0.598,263400,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,[]
583,Ed Sheeran,"You Need Me, I Don't Need You",4vZCbd6hqvgCkubH0LdLbn,songs I wrote that almost didn't make it,6VuZIPDz8dyFaHlH7HhIWr,2024-08-07,23,True,0.749,220413,0.835,7,-8.837,1,0.0511,0.165,0.0,0.525,0.929,103.485,4,[]
584,Ed Sheeran,Autumn Leaves,3quygmn1tOh18NyD6EnAXA,Folk Pop Songs,1JCGyCGPcLHA7tMyPveKbx,2024-02-03,18,False,0.555,200756,0.257,10,-12.637,1,0.0299,0.892,1.42e-06,0.124,0.431,89.013,4,[]
585,Ed Sheeran,Thinking Out Loud,4rVbinKy3jqyTSnSkiMNLJ,songs I wrote that almost didn't make it,6VuZIPDz8dyFaHlH7HhIWr,2024-08-07,23,False,0.781,281560,0.445,2,-6.061,1,0.0296,0.474,0.0,0.184,0.591,78.998,4,[]
586,Ed Sheeran,2step (feat. Potter Payper),0uW73walIcF9UfA2G5ZfpF,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,27,False,0.726,153447,0.671,4,-5.402,0,0.161,0.14,0.0,0.139,0.552,95.053,4,['Potter Payper']
587,Ed Sheeran,"I See Fire - From ""The Hobbit: The Desolation of Smaug""",6naNuYkWqvmeTp8ifqGa7n,The Complete Hobbit & Lord of the Rings Film Music Collection,41nvDvN2Yi1c5VLTqIMNgb,2015-04-20,19,False,0.24,218733,0.157,5,-16.227,1,0.0318,0.69,0.934,0.112,0.0392,89.503,5,"['The City of Prague Philharmonic Orchestra', 'Evan Jolly']"
588,Ed Sheeran,2step (feat. Leto),0Ooo1Wnehm31UPovrjLRWW,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,39,False,0.73,154453,0.701,7,-5.318,1,0.0447,0.273,0.0,0.0657,0.522,94.97,4,['Leto']
589,Ed Sheeran,Lego House,4eChY6fOCCh7rZ7hL05dxC,Calm Pop Hits,2hIrZw3r4ip6zxC00Nn3uz,2022-06-17,20,False,0.592,185093,0.636,11,-8.48,1,0.101,0.562,0.0,0.13,0.566,159.715,4,[]
590,Ed Sheeran,Castle on the Hill,0N92pkapltvbwijf5smP6r,100 Greatest Workout Songs,4J32RN4uIdkYZiMpgB8mT2,2023-10-17,12,False,0.461,261154,0.834,2,-4.868,1,0.0991,0.0231,1.16e-05,0.14,0.469,135.007,4,[]
591,Ed Sheeran,Grade 8,3OXzT07QntlOQEZRGtJ73b,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,24,False,0.74,179880,0.807,0,-9.976,0,0.0363,0.0446,4.02e-05,0.0538,0.781,101.042,4,[]
592,Ed Sheeran,I Don't Want Your Money (feat. H.E.R.),5hNGxdPZJ4tLLkbIHHVYJp,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,19,False,0.468,204507,0.63,8,-6.536,0,0.0843,0.31,0.0,0.137,0.762,91.419,4,['H.E.R.']
593,Ed Sheeran,Perfect,6c36TwIZHkuQ8HPwSjFWVl,Wedding Songs,55aDarji66T5sb3cWEpDWS,2022-07-08,19,False,0.598,263400,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,[]
594,Ed Sheeran,The City - Live at the Bedford,7JE96R5PJCWQ9Cm3JQXYuH,Live at the Bedford,4JUtnlZKdLr01xEIymhm0G,2011-12-09,23,False,0.602,307760,0.8,7,-5.91,1,0.0734,0.545,0.0,0.656,0.81,109.921,4,[]
595,Ed Sheeran,Bloodstream,6Ul0vqGnNrHBZ2VrNwi9MD,We the Generation (Deluxe Edition),0sztwpDG0COJ1HoJRD74bn,2015-10-02,12,False,0.482,308877,0.59,1,-6.399,1,0.0485,0.202,2.48e-05,0.0592,0.27,89.354,4,['Rudimental']
596,Ed Sheeran,Best Part of Me (feat. YEBBA),5MLjVCMjJKwXLk6JmPeOPe,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,21,False,0.565,243267,0.243,2,-8.367,1,0.0317,0.758,8.82e-06,0.285,0.239,81.655,4,['Yebba']
598,Ed Sheeran,2step (feat. Budjerah),5viJfHHj5qnP55zoEWMh97,2step (feat. Budjerah),3wd91jE2MWmMsHjAP4TA7v,2022-05-11,34,False,0.727,153427,0.621,4,-4.784,0,0.0555,0.212,0.0,0.114,0.565,94.958,4,['Budjerah']
599,Ed Sheeran,Eyes Closed,5QcYSYBWqvnUfQK9YX0GCg,Eyes Closed (Lost Frequencies Remix),3jRseYXGmX8RQ6ZTQ6tvsy,2023-03-23,22,False,0.777,194849,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,4,[]
600,Ed Sheeran,Throw Your Arms Around Me,0CVwSCQOx3CMHjwDCmaElh,Mushroom: 50 Years of Making Noise (Reimagined),4SRtPtUkg4izzJZ2Kr2LMJ,2023-11-24,33,False,0.495,183677,0.329,10,-7.547,1,0.0385,0.764,0.0,0.105,0.311,129.382,5,[]
601,Ed Sheeran,Shivers,6seXSefhGhVFsD11k6QyT1,Shivers (Ofenbach Remix),3Dru9IyxnZXhmrNbSv56yl,2021-10-08,25,False,0.788,207853,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[]
603,Ed Sheeran,Bad Habits,7hRfeZjmd2T5dvX6dqnm11,100 Greatest Running Songs,1Cuu5JU4NyGzNzw3whVhKf,2023-10-17,25,False,0.807,230747,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[]
604,Ed Sheeran,I See Fire,5sEniRGwTpO7N2y6xzDxdK,I See Fire,2tqkQRuXP7dxLsAs0UebLP,2015-09-04,24,False,0.422,250739,0.737,7,-8.603,0,0.109,0.366,0.000554,0.379,0.148,77.017,4,['Sol3 Mio']
607,Ed Sheeran,"You Need Me, I Don't Need You - Spotify Sessions",5OebvB477bOvqMgbsracwL,Spotify Session,3Zao4egmTSVP5LfAhHO4o1,2011,20,False,0.68,194650,0.286,2,-16.237,1,0.441,0.417,0.0,0.699,0.916,111.734,4,[]
608,Ed Sheeran,Noche de Novela,0SxrtPn3G2x93BjQfoMcbZ,"do you wanna dance, baby?",2CapYCJEYzkQXlbJDkIEpj,2022-09-23,21,False,0.522,191896,0.585,7,-7.205,1,0.129,0.00208,0.0,0.0909,0.411,97.99,4,['Paulo Londra']
609,Ed Sheeran,2step (Star.One Remix),2LrutkvIJOqQWj47eYNgG6,2step (Star.One Remix),5FcOvF4YukVnIkqxNcqopa,2022-05-12,28,False,0.669,205187,0.916,7,-4.961,1,0.038,0.254,0.00117,0.356,0.54,129.956,4,['Star.One']
610,Ed Sheeran,Shape of You,4LbNICW5XKgRMIPsFpMAZT,Clean Pop Music,21jZmKTUzEELezdV62en72,2024-06-07,11,False,0.825,233713,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4,[]
611,Ed Sheeran,Feels (feat. Young Thug & J Hus),2QkLuXpj8hKSfajGNVvfVX,Feels (feat. Young Thug & J Hus),35pH6Mjv5ZAZ8PAzo8I4da,2019-07-11,20,False,0.665,150787,0.68,2,-4.899,1,0.29,0.112,0.0,0.096,0.69,91.67,4,"['Young Thug', 'J Hus']"
612,Ed Sheeran,Thinking Out Loud,5TApeDnYt9u87JRlGkyS6P,Románticas en Inglés,3DrVOTZXZzzR5QkazO6pXx,2023-08-11,22,False,0.781,281560,0.445,2,-6.061,1,0.0296,0.474,0.0,0.184,0.591,78.997,4,[]
613,Ed Sheeran,Outro,5L4bpwdJjJSx7soizxQ8bw,The Slumdon Bridge,3j70EKOaR5iVk0BPW6lowR,2011-09-09,11,True,0.669,136216,0.765,2,-10.181,1,0.387,0.137,0.0,0.0697,0.581,65.657,4,['Yelawolf']
614,Ed Sheeran,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),6n1j8k7ApN8ZkjG2Yczyei,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,17,False,0.778,212307,0.589,8,-5.548,1,0.269,0.467,0.0,0.0902,0.513,98.0,4,"['Meek Mill', 'A Boogie Wit da Hoodie']"
615,Ed Sheeran,Bad Habits - Ovy On The Drums Remix,1ZW1QB1DH0qz4fvuQUVtUN,Bad Habits (The Remixes),2lPL5twEa5Dv26imdJLVgQ,2021-08-06,20,False,0.795,210413,0.845,11,-3.514,0,0.0682,0.257,0.0125,0.352,0.482,109.034,4,['Ovy On The Drums']
616,Ed Sheeran,The City,5uKC7DGVpErduk3bZVsWBA,You Need Me,6b6NoQ00gDKdOUBxRYTA7t,2009,21,False,0.689,266280,0.369,8,-7.183,1,0.357,0.74,0.0,0.122,0.701,102.565,4,[]
617,Ed Sheeran,Kiss Me,3QLceOaP1ps5MfNbf1KdEi,Mine - The Best Soft Pop,6yN1zbmXXlGnl6UYWYZztQ,2022-02-18,13,False,0.593,280853,0.227,2,-16.67,1,0.0493,0.638,0.00508,0.0248,0.181,74.98,4,[]
618,Ed Sheeran,2step (feat. Lil Baby),2lqf5lZM9mxCefm9BF5UgB,2step (feat. Leto),5gtzH1xaYI0w2KWITZaZUH,2022-05-13,18,False,0.693,163450,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby']
619,Ed Sheeran,Perfect - Robin Schulz Remix,3cyjFBpeuOWdPhwrMC3zax,Pop Remix (Remixes),3wsblhR4Pkefbsuc7qFZEz,2022-02-11,11,False,0.507,249777,0.746,8,-6.285,1,0.0711,0.0132,0.0,0.067,0.182,122.002,4,['Robin Schulz']
620,Ed Sheeran,Happier,5cIULBBdyhgN8nt1Rf4Elz,LOVE - The Greatest Feeling,0SWm9H6oHvNSbOWFSU5xfo,2023-09-16,14,False,0.521,207520,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.235,89.892,4,[]
621,Ed Sheeran,2step (feat. Chefin),72DbvEOeqtJbKAX9GLzRER,2step (feat. Chefin),1Cu9w3jFSFKHa1YckwnUFW,2022-05-16,42,False,0.731,164560,0.642,4,-5.106,0,0.0695,0.209,0.0,0.242,0.504,94.961,4,['Chefin']
622,Ed Sheeran,The City,6j6pSj2RdGxtnOhxHsWqQZ,+,0W5GGnapMz0VwemQvJDqa7,2011-09-09,21,False,0.74,234333,0.505,4,-10.338,0,0.0674,0.0415,6.82e-05,0.0707,0.646,97.994,4,[]
623,Ed Sheeran,2step (feat. Lil Baby),4ghWSntQHS0r9ZgUQeE1gi,2step (feat. Chefin),1Cu9w3jFSFKHa1YckwnUFW,2022-05-16,19,False,0.693,163450,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,['Lil Baby']
624,Ed Sheeran,2step (feat. 1.Cuz),3Clcn0JjqakucsAAAMV646,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,33,True,0.674,153227,0.663,7,-5.084,1,0.084,0.157,0.0,0.13,0.617,94.818,4,['1.Cuz']
625,Ed Sheeran,Shivers (Dillon Francis Remix) [Club Mix],7HUrtno36XNa41dENxVtJG,Shivers (Dillon Francis Remix),1IhjAej4bFQdXNh9yRwE7B,2021-10-27,15,False,0.77,127766,0.658,2,-7.098,1,0.0333,0.0851,0.255,0.0798,0.705,124.014,4,['Dillon Francis']
626,Ed Sheeran,Happier - Cazzette Remix,6clKcUAaMHTlSR8MgT3QvS,Happier (Cazzette Remix),7057vj3r5jVIlis4uVnP2M,2018-06-08,19,False,0.712,207491,0.633,9,-7.748,0,0.0344,0.0643,0.000893,0.127,0.299,102.985,4,['CAZZETTE']
628,Ed Sheeran,Shivers,3Ty0lbNxoT80hQA6z6pSMt,NYE Party 2023,2q3MnZkD3qbKAKlXdjjkGC,2022-11-04,12,False,0.788,207853,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,[]
629,Ed Sheeran,Bad Habits,4iwzm0nuhNh7rWVRwlWsV3,100 Greatest Workout Songs,4J32RN4uIdkYZiMpgB8mT2,2023-10-17,9,False,0.807,230747,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,[]
630,Ed Sheeran,Feels (feat. Young Thug & J Hus),4qhw4uLzaW0TjgGvTxJ2Pu,No.6 Collaborations Project,5oUZ9TEZR3wOdvqzowuNwl,2019-07-12,17,False,0.665,150787,0.68,2,-4.898,1,0.291,0.112,0.0,0.096,0.69,91.667,4,"['Young Thug', 'J Hus']"
631,Ed Sheeran,Castle on the Hill,00kVNoaMNJ36mxioC5Rfji,high school graduation party 2024,6NBIRRh8czWTmzRr4sB2xP,2024-08-14,16,False,0.461,261154,0.834,2,-4.868,1,0.0991,0.0231,1.16e-05,0.14,0.469,135.007,4,[]
632,Ed Sheeran,Photograph,04CBUdm9Q9BqZJqp7EzABp,Día de las Madres en Argentina vol. 1,7i478ESGjVhyMnB8YCLILb,2023-11-03,25,False,0.718,258987,0.379,4,-10.48,1,0.0359,0.607,0.000472,0.0986,0.22,108.033,4,[]
633,Ed Sheeran,2step (feat. Ellinoora),7nPp9jinMqAmiAnNfYzY7c,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,24,False,0.705,153373,0.741,4,-4.33,0,0.0683,0.167,0.0,0.216,0.615,94.962,4,['Ellinoora']
634,Ed Sheeran,Beautiful People (feat. Khalid) - Danny L Harle Harlecore Remix,7fzqEoX5HCLwmt6aPxf54A,Beautiful People (feat. Khalid) [Danny L Harle Harlecore Remix],6Ev0UgdNwWq80Em5jknB95,2019-07-11,17,False,0.458,225367,0.93,7,-4.61,1,0.13,0.0372,0.0154,0.115,0.31,148.129,4,"['Khalid', 'Danny L Harle']"
637,Ed Sheeran,2step (feat. Chefin),2t0iRmBWsSwPIv7OY8ypiZ,2step (The Remixes),0a28QsFN8zbrWSvbSQ40PI,2021-10-25,29,False,0.731,164560,0.642,4,-5.106,0,0.0695,0.209,0.0,0.242,0.504,94.961,4,['Chefin']
